Date,priceUSD,transactions,size,sentbyaddress,difficulty,hashrate,mining_profitability,sentinusdUSD,transactionfeesUSD,median_transaction_feeUSD,confirmationtime,transactionvalueUSD,mediantransactionvalueUSD,activeaddresses,top100cap,fee_to_rewardUSD
19-02-2011,0.893,1422,3009,2030,36460,3.32022E+11,21660,158511,0.000339,0,8.944,100.133,40.31,2892,32.621,0.00747
20-02-2011,0.899,1741,2795,2441,36460,3.34259E+11,26641,194114,0.000103,0,7.273,100.11,41.547,3177,32.716,0.00225
21-02-2011,0.833,1776,2800,2522,36460,3.49969E+11,23086,190976,0.000192,0,7.423,96.942,39.584,3291,32.651,0.00469
22-02-2011,0.86,1985,3133,2803,36460,3.75503E+11,24166,292795,0.000106,0,6.825,136.067,40.58,3781,32.503,0.00257
23-02-2011,0.905,2020,2778,2905,36460,4.05681E+11,27105,325389,0.000169,0,5.926,143.787,39.014,3798,32.469,0.00348
24-02-2011,0.968,1902,3118,2747,36460,4.07678E+11,24581,212193,8.54E-05,0,6.957,100.613,40.06,3676,32.396,0.0018
25-02-2011,0.941,1835,2723,2598,36460,4.01695E+11,26342,165204,0.000211,0,6.4,80.197,42.325,3416,32.356,0.0041
26-02-2011,0.935,1676,2153,2432,36460,4.5042E+11,28634,153969,0.000313,0,5.217,78.99,46.728,3581,32.33,0.00473
27-02-2011,0.924,2025,2862,2762,44849,6.28547E+11,17936,175314,0.000493,0,5.902,77.265,20.67,3633,32.825,0.00992
28-02-2011,0.875,1570,3671,2196,55590,4.93365E+11,13303,109217,0.000289,0,9.6,63.534,17.553,3028,32.601,0.00756
01-03-2011,0.89,2599,6694,3621,55590,3.92688E+11,14735,919769,0.000145,0,11.077,337.047,12.373,5194,32.804,0.00682
02-03-2011,0.93,1841,3746,2574,55590,4.29711E+11,18182,2265528,0.000198,0,8.571,1128,8.798,3728,30.282,0.0051
03-03-2011,0.926,3018,4971,3930,55590,4.70752E+11,18306,211749,0.00217,0,7.742,66.091,13.572,4894,30.175,0.0806
04-03-2011,0.906,1761,3056,2508,55590,5.57081E+11,17962,273455,0.000371,0,6.516,138.2,11.898,3281,30.054,0.00734
05-03-2011,0.91,1771,2956,2622,55590,6.7894E+11,18570,116681,0.00124,0,5.199,56.976,35.651,3610,30.085,0.0201
06-03-2011,0.905,1757,2275,2565,55590,7.74434E+11,16013,165007,0.00268,0,5.255,81.53,37.425,3316,30.105,0.0439
07-03-2011,0.878,1715,2935,2531,55590,7.00929E+11,13215,181800,0.00306,0,6.825,94.402,23.166,3409,30.07,0.0636
08-03-2011,0.878,2253,4383,3255,55590,5.4509E+11,15058,163375,0.00153,0,7.701,66.957,19.375,3867,30.022,0.0455
09-03-2011,0.858,1674,3875,2661,62672,5.26519E+11,13040,209804,0.00166,0,9,114.397,36.727,3384,29.979,0.0445
10-03-2011,0.899,1551,4853,2352,76193,5.0624E+11,9768,304305,0.00129,0,13.091,183.206,14.963,2912,29.832,0.0434
11-03-2011,0.885,1754,4738,2406,76193,4.70073E+11,12250,219173,0.00332,0,11.077,116.334,14.687,3048,29.658,0.109
12-03-2011,0.899,2816,6039,2556,76193,4.9482E+11,12721,140695,0.000494,0,10.286,47.597,0.548,3232,29.532,0.0232
13-03-2011,0.896,2594,6715,2329,76193,4.964E+11,10565,183879,0.000607,0,12.308,67.827,0.713,2893,29.475,0.0314
14-03-2011,0.894,2531,7520,2006,76193,4.25748E+11,11759,185576,0.000627,0,12.857,70.214,0.00894,2900,29.561,0.0331
15-03-2011,0.882,2742,8164,2686,76193,4.08875E+11,12090,107222,0.000589,0,12.857,37.574,1.65,3299,29.502,0.034
16-03-2011,0.863,3047,6890,2408,76193,5.06862E+11,11581,132456,0.000513,0,10.588,41.686,0.00863,3166,29.556,0.0278
17-03-2011,0.835,3226,6614,2617,76193,4.91829E+11,11974,134071,0.00036,0,10.213,39.819,0.0543,3225,29.625,0.0206
18-03-2011,0.833,2251,6128,2418,76193,5.30122E+11,9432,142237,0.0005,0,12,59.99,6.232,3094,29.676,0.0237
19-03-2011,0.771,3074,8004,2620,76193,4.33121E+11,10231,91819,0.000305,0,12.522,28.792,0.474,3176,29.647,0.022
20-03-2011,0.753,3939,10145,3896,76193,4.75081E+11,10861,104606,0.000475,0,10.511,25.667,7.176,4449,29.611,0.0376
21-03-2011,0.76,5707,10663,3632,76193,5.51006E+11,10222,115119,0.00115,0,9.73,19.666,0.0076,4652,29.664,0.12
22-03-2011,0.784,2119,5947,3013,76193,5.14676E+11,9079,160483,0.0039,0,12.101,71.708,31.289,3862,29.55,0.187
23-03-2011,0.83,4413,9125,5127,76193,5.24207E+11,12456,211199,0.0034,0,9.172,46.224,18.97,6864,29.599,0.238
24-03-2011,0.849,2012,5100,3194,76193,6.1167E+11,10566,213880,0.00349,0,9.474,98.837,17.906,4388,29.525,0.117
25-03-2011,0.875,1826,4239,3078,69603,5.26946E+11,14377,249635,0.00248,0,8.324,124.882,31.118,4170,29.472,0.0655
26-03-2011,0.869,3197,8068,3834,68978,5.26921E+11,11393,277246,0.00123,0,10.435,83.229,14.564,4828,29.479,0.0684
27-03-2011,0.825,2320,6579,3825,68978,5.10392E+11,11560,119690,0.00225,0,10.07,48.595,8.196,4772,29.364,0.0938
28-03-2011,0.809,2763,6298,3920,68978,5.25235E+11,12953,109686,0.00129,0,8.571,37.424,14.263,5336,29.323,0.0557
29-03-2011,0.796,2555,5578,3709,68978,5.67836E+11,11425,87604,0.00107,0,8.834,32.232,6.525,4653,29.308,0.0446
30-03-2011,0.791,1600,4042,2832,68978,5.32674E+11,11590,96650,0.00204,0,9.231,55.044,13.761,3662,29.195,0.0581
31-03-2011,0.787,1894,3856,3324,68978,6.40172E+11,12362,107958,0.00163,0,7.164,51.553,16.774,4159,29.127,0.0431
01-04-2011,0.775,1403,3431,2483,68978,6.34888E+11,10742,60845,0.00188,0,8.182,38.544,16.323,3279,29.092,0.0435
02-04-2011,0.778,1592,3464,2705,68978,6.19845E+11,11307,73967,0.00134,0,8,41.743,13.386,3304,28.893,0.0339
03-04-2011,0.78,1630,3456,2791,68978,5.94132E+11,11500,63536,0.00203,0,8.229,35.201,15.696,3626,28.851,0.0537
04-04-2011,0.729,2131,4554,3469,68978,6.25189E+11,10377,104892,0.00194,0,8.09,45.428,26.43,4621,28.767,0.0691
05-04-2011,0.7,1925,3842,3241,69942,6.58341E+11,10319,83935,0.00192,0,7.423,39.615,18.144,4306,28.738,0.0598
06-04-2011,0.744,1716,4426,2932,82346,6.76985E+11,8136,63981,0.00212,0,9.73,34.327,12.393,3867,28.741,0.0717
07-04-2011,0.751,1530,4021,2592,82346,6.18285E+11,8930,81872,0.00147,0,9.796,49.533,12.844,3423,28.74,0.0446
08-04-2011,0.752,1601,4064,2737,82346,6.32295E+11,9874,96196,0.00193,0,8.675,54.447,15.037,3649,28.705,0.0548
09-04-2011,0.74,1577,3939,2761,82346,6.68695E+11,8636,104780,0.00198,0,9.231,60.462,14.8,3615,28.564,0.0593
10-04-2011,0.743,1571,3786,2684,82346,6.74134E+11,9545,63063,0.00249,0,8.324,36.238,8.921,3513,28.532,0.0674
11-04-2011,0.753,1780,4677,2977,82346,6.61727E+11,9285,65498,0.00185,0,8.834,33.722,12.04,4060,28.539,0.0585
12-04-2011,0.819,1914,5537,3149,82346,6.80235E+11,9822,113342,0.00201,0,8.834,54.57,17.374,4330,28.421,0.0625
13-04-2011,0.891,2177,4755,3437,82346,7.79329E+11,11098,158631,0.00166,0,7.423,66.905,13.734,4672,28.383,0.0456
14-04-2011,0.97,2721,6229,5011,82346,7.06021E+11,11005,141175,0.00506,0.0097,9,49.075,10.131,5966,28.851,0.188
15-04-2011,0.995,1882,7021,3033,82346,6.00711E+11,11267,100575,0.00132,0,10.588,49.839,22.158,4147,28.803,0.0394
16-04-2011,1.017,1981,6083,3144,82346,6.50182E+11,13536,349566,0.00188,0,8.324,162.288,28.079,5369,28.753,0.046
17-04-2011,1.08,2077,4530,3412,82346,7.03522E+11,13821,1404478,0.00112,0,8,622.288,13.675,4349,28.456,0.0261
18-04-2011,1.15,2887,7338,4281,89442,7.1686E+11,11881,147681,0.00131,0,9.73,48.663,4.142,5540,28.354,0.0465
19-04-2011,1.18,3444,8158,4978,92348,6.58577E+11,13805,3096393,0.00194,0,9.351,868.625,31.083,6348,29.612,0.0766
20-04-2011,1.162,2825,9021,4077,92348,6.94294E+11,12058,5511393,0.00294,0,10,1873,26.855,5387,29.544,0.104
21-04-2011,1.176,1768,4583,3098,92348,7.13039E+11,12128,507671,0.00224,0,9.796,265.133,21.622,4047,29.244,0.0497
22-04-2011,1.31,1921,4342,3211,92348,7.47597E+11,15424,206569,0.00361,0,8.182,98.508,20.193,4248,29.184,0.0656
23-04-2011,1.546,2138,5413,3610,92348,7.85845E+11,16925,256685,0.00381,0,8.372,111.119,27.674,4936,28.841,0.0662
24-04-2011,1.716,2111,5720,3418,92348,7.76701E+11,17905,174348,0.00541,0,8.889,76.705,17.241,4657,28.716,0.0883
25-04-2011,1.595,2400,5920,3939,92348,7.9832E+11,19198,156192,0.00579,0,7.5,60.262,27.107,5074,28.703,0.0979
26-04-2011,1.687,3260,6437,4857,92348,9.17417E+11,17933,300595,0.00265,0,7.385,87.003,42.163,6147,28.662,0.0556
27-04-2011,1.841,4397,10574,6019,92348,8.79869E+11,19159,455630,0.00386,0,7.869,99.483,36.092,7489,28.671,0.105
28-04-2011,2.046,2871,7457,4688,92348,7.48745E+11,22424,304308,0.00472,0,8.78,100.28,24.901,6221,28.498,0.0854
29-04-2011,2.546,3334,6671,5267,92348,8.84273E+11,28808,1976853,0.00567,0,7.2,559.394,51.852,6747,28.14,0.0786
30-04-2011,3.215,4284,9515,6467,107654,1.02621E+12,29634,1298301,0.00776,0,7.619,290.515,38.606,8157,29.309,0.114
01-05-2011,3.267,3770,9311,5824,109670,1.00354E+12,29169,530325,0.00982,0,8.045,134.296,33.499,7490,29.289,0.132
02-05-2011,3.149,2898,5718,4614,109670,1.04868E+12,29596,376434,0.00523,0,7.31,121.637,49.288,5987,29.241,0.0522
03-05-2011,3.305,2739,6037,4693,109670,1.0762E+12,30110,621155,0.00581,0,7.347,211.643,69.372,6050,29.337,0.0526
04-05-2011,3.441,2603,5889,4737,109670,1.06184E+12,31936,962793,0.00841,0,7.31,343.856,95.372,6372,29.509,0.0694
05-05-2011,3.367,3245,6576,5462,109670,1.14764E+12,32155,534654,0.00985,0,6.575,154.451,67.04,7096,29.462,0.0924
06-05-2011,3.393,3072,6067,5451,109670,1.16269E+12,31826,952559,0.00838,0,6.606,289.59,63.932,6852,29.191,0.0745
07-05-2011,3.546,3673,6313,5806,109670,1.19594E+12,31741,784696,0.00642,0,6.729,202.51,53.245,7278,29.205,0.0658
08-05-2011,3.753,2679,5293,4829,109670,1.1417E+12,36024,1989059,0.0104,0,6.575,686.358,37.685,6400,29.059,0.0733
09-05-2011,3.835,3277,6088,5665,115464,1.36519E+12,33598,585426,0.0127,0,6.025,166.506,53.534,7565,29.024,0.0977
10-05-2011,4.81,2968,7906,5254,157416,1.66586E+12,26443,2730372,0.0132,0,7.869,866.511,85.785,7165,29.007,0.0946
11-05-2011,5.65,2899,7044,5182,157416,1.46181E+12,36942,995617,0.0156,0,7.539,322.252,103.734,7085,29.336,0.0891
12-05-2011,5.895,3192,8346,5360,157416,1.38318E+12,36044,1225377,0.0134,0,8.521,364.636,64.609,7229,29.486,0.0901
13-05-2011,7.259,3857,9332,6581,157416,1.47804E+12,50888,3286674,0.0217,0,6.957,808.747,78.035,9451,29.819,0.117
14-05-2011,7.659,4172,7606,7032,157416,1.8213E+12,50944,13687679,0.0266,0,5.95,3101,86.584,8975,29.831,0.127
15-05-2011,6.995,3550,7677,6352,157416,1.81566E+12,42434,2179648,0.0294,0,6.545,578.231,106.388,8317,30.218,0.144
16-05-2011,7.512,4102,7941,7763,157416,1.80645E+12,51417,2089299,0.0268,0,5.83,480.441,112.678,11771,30.298,0.126
17-05-2011,7.62,4207,7332,7753,157416,1.9867E+12,49339,1629432,0.025,0,5.603,365.025,118.415,10497,30.243,0.114
18-05-2011,7.036,5293,8108,9233,162534,2.22072E+12,45683,1273158,0.0261,0,5,228.173,81.612,12939,30.38,0.144
19-05-2011,6.756,4492,11485,8217,244112,2.57495E+12,22475,1226642,0.0244,0,8.421,263.062,74.213,11998,30.26,0.197
20-05-2011,6.198,4575,9384,8307,244112,2.5307E+12,26982,2140533,0.0236,0,6.545,446.433,148.994,11600,30.126,0.166
21-05-2011,5.96,4744,8926,8501,244112,2.58787E+12,25381,3897338,0.0265,0,6.545,785.14,186.619,10772,30.95,0.2
22-05-2011,6.415,5030,8084,8815,244112,3.01054E+12,26889,5636666,0.024,0,5.714,1067,128.397,10834,30.889,0.157
23-05-2011,6.92,5459,8098,9347,244112,3.16031E+12,31351,3170760,0.0227,0,5.035,551.964,102.9,12092,30.558,0.131
24-05-2011,7.285,5566,7590,9922,244112,3.53E+12,30896,2581594,0.0276,0,4.816,440.17,143.425,13185,30.47,0.149
25-05-2011,7.945,5951,8473,10651,244112,3.68071E+12,33178,3032888,0.0278,0,4.691,484.642,139.987,14562,30.4,0.143
26-05-2011,8.524,6671,9552,11233,277625,4.31316E+12,29291,3519584,0.0271,0,4.865,505.188,148.405,14476,30.337,0.149
27-05-2011,8.6,4686,11232,8197,434877,4.93545E+12,14574,4611091,0.0254,0,8.623,950.378,146.934,10813,30.468,0.171
28-05-2011,8.425,4858,12685,8645,434877,3.56763E+12,18335,1894868,0.0242,0,9.29,378.074,151.651,11640,30.441,0.185
29-05-2011,8.35,4573,10621,8280,434877,3.55161E+12,21192,2220955,0.0252,0,8,467.276,156.396,11196,30.486,0.159
30-05-2011,8.624,5183,14269,9516,434877,3.54002E+12,18804,2320827,0.0311,0,9.351,434.997,162.91,12750,30.505,0.249
31-05-2011,8.771,5913,17075,10273,434877,3.33241E+12,19792,2456335,0.0296,0,9.6,405.166,145.419,14046,30.47,0.272
01-06-2011,9.156,6352,14496,11056,434877,3.62598E+12,23796,2485389,0.0347,0,7.66,380.192,164.891,13981,30.483,0.263
02-06-2011,10.1,6946,16036,11962,434877,4.18272E+12,22997,3573257,0.0344,0,7.579,500.788,156.63,15519,30.574,0.255
03-06-2011,12.445,8239,19976,13875,434877,4.31487E+12,29207,7606073,0.0397,0,7.129,902.489,222.145,17815,30.668,0.266
04-06-2011,16.501,8587,16676,14910,434877,4.54897E+12,40743,7856759,0.0618,0,6.429,891.803,301.761,19418,30.587,0.294
05-06-2011,17.833,8384,15696,14334,434877,4.59093E+12,40490,9802976,0.0504,0,6.923,1149,381.234,17861,30.649,0.233
06-06-2011,17.625,9470,18223,16288,484311,5.73059E+12,35921,14582962,0.0545,0,6.18,1503,317.249,20962,30.365,0.257
07-06-2011,21.092,8832,21023,14875,567270,5.18807E+12,34675,11088182,0.0694,0,8.471,1232,421.522,18964,30.205,0.347
08-06-2011,26.8,11630,30590,19582,567270,5.09809E+12,48859,21106959,0.102,0,7.784,1787,446.889,27306,29.482,0.485
09-06-2011,29.415,11954,23463,20704,567270,5.86998E+12,55839,22686025,0.107,0,6.486,1864,537.829,26278,29.39,0.396
10-06-2011,26.434,11046,21062,19152,567270,6.27834E+12,47108,24356989,0.0919,0,6.457,2162,528.688,24144,29.15,0.35
11-06-2011,19.301,10645,17432,18665,567270,6.43564E+12,37893,28461702,0.0641,0,5.714,2613,589.63,23770,29.29,0.286
12-06-2011,16.648,12207,22634,21197,567270,6.88187E+12,28290,30440116,0.0604,0,6.18,2447,372.762,27014,31.283,0.386
13-06-2011,19.194,11019,21641,19705,567270,6.53112E+12,33463,24329906,0.0637,0,6.344,2163,451.909,25809,31.437,0.328
14-06-2011,19.54,13911,22532,23674,567270,6.6493E+12,36399,30024861,0.0509,0,5.83,2121,530.511,29778,30.7,0.298
15-06-2011,19.385,12326,19346,21753,688258,9.42131E+12,28786,81973705,0.063,0,5.161,6503,436.904,27541,30.558,0.293
16-06-2011,18.25,12566,30098,22352,876954,9.86266E+12,16713,159897584,0.0463,0,8,12545,510.827,28867,30.314,0.358
17-06-2011,16.341,11110,26360,19978,876954,8.08737E+12,18853,25606123,0.0455,0,7.742,2267,323.498,26054,30.092,0.337
18-06-2011,16.445,11366,24209,19874,876954,8.29272E+12,19589,20654363,0.041,0,7.31,1788,204.905,26115,29.991,0.292
19-06-2011,17.18,11249,22042,20705,876954,9.30941E+12,20624,78386963,0.0395,0,6.457,6833,343.583,27766,30.724,0.236
20-06-2011,17,10991,18420,19542,876954,1.00304E+13,19864,22644163,0.0314,0,6.154,2017,356.082,25961,30.657,0.177
21-06-2011,17,9451,15767,18066,876954,1.04195E+13,20668,56286455,0.0322,0,5.692,5800,268.048,24996,30.581,0.145
22-06-2011,17,11259,16688,20420,876954,1.14489E+13,19330,22473561,0.0268,0,5.538,1951,327.259,26764,30.517,0.139
23-06-2011,17,10178,16781,18557,876954,1.06222E+13,19228,27588175,0.0243,0,6,2648,272.144,24369,31.152,0.124
24-06-2011,17,10706,19842,19140,1067619,1.32153E+13,13914,81172031,0.026,0,6.667,7432,354.649,25212,31.026,0.155
25-06-2011,17,9550,27948,17412,1379192,1.11382E+13,10949,182205123,0.0417,0,10.07,18798,229.915,22628,30.738,0.331
26-06-2011,16.98,9836,28768,17364,1379192,1.04104E+13,12193,68668797,0.0436,0,9.664,6877,235.372,23539,30.586,0.343
27-06-2011,16.6,11582,32342,21468,1379192,1.07607E+13,13076,31018432,0.038,0,8.521,2641,172.142,30137,30.868,0.317
28-06-2011,16.85,10559,27938,19446,1379192,1.07675E+13,12550,115650077,0.0317,0,9,10789,214.671,26180,30.581,0.251
29-06-2011,16.9,9830,24028,17806,1379192,1.16888E+13,12463,46924104,0.0344,0,8.372,4692,267.566,24333,30.299,0.236
30-06-2011,16.473,9445,21075,17404,1379192,1.23251E+13,12788,24648716,0.0309,0,7.539,2559,263.339,23459,30.06,0.189
01-07-2011,15.736,10430,26405,17795,1379192,1.28078E+13,10650,17442013,0.0282,0.00787,8.324,1646,144.698,30214,30.128,0.219
02-07-2011,15.385,7849,21836,14481,1379192,1.19642E+13,10885,13330717,0.0289,0,8.521,1663,284.266,32230,30.064,0.178
03-07-2011,15.42,8199,20632,15409,1379192,1.14663E+13,11113,8793612,0.0251,0,8.727,1051,199.853,22246,29.995,0.165
04-07-2011,14.65,9434,23763,17250,1379192,1.12108E+13,11129,19848591,0.0248,0,8.471,2067,220.458,23558,29.939,0.191
05-07-2011,13.392,8826,28817,16717,1379192,1.07758E+13,8661,5458945,0.0285,0,10.36,608.928,211.259,23298,29.991,0.274
06-07-2011,13.853,10362,30089,18553,1406124,1.06622E+13,10222,7879577,0.0227,0,9.172,749.165,165.265,26919,29.974,0.219
07-07-2011,14.737,9049,29076,15613,1563028,1.12211E+13,8621,6862606,0.0228,0,10.992,747.59,185.381,22941,29.943,0.217
08-07-2011,14.545,8363,21879,15642,1563028,1.10281E+13,10898,4432329,0.023,0,8.727,519.796,172.01,24626,29.892,0.163
09-07-2011,14.347,7702,22741,13901,1563028,1.24905E+13,8572,29780706,0.0242,0,9.664,3793,200.858,22762,29.835,0.177
10-07-2011,14.638,8255,28584,14423,1563028,1.12679E+13,8915,35487994,0.0222,0,10.511,4230,197.555,28708,29.747,0.185
11-07-2011,14.555,10366,27149,17720,1563028,1.17421E+13,9749,14625559,0.0209,0,9.172,1392,148.446,25850,29.721,0.192
12-07-2011,14.109,8006,24650,14775,1563028,1.13044E+13,8815,15047292,0.0225,0,10.213,1849,171.326,23044,29.665,0.184
13-07-2011,13.989,9002,19742,16562,1563028,1.3125E+13,10195,19932714,0.0232,0,7.539,2171,185.783,27175,29.603,0.16
14-07-2011,13.985,8572,26259,16231,1563028,1.27818E+13,7892,26909194,0.0218,0,10,3087,184.311,28843,29.566,0.189
15-07-2011,13.905,7836,20295,14448,1563028,1.22167E+13,9238,8297471,0.0289,0,8.889,1038,221.635,24433,29.527,0.205
16-07-2011,13.765,8719,23518,15656,1563028,1.29619E+13,8348,17178513,0.0176,0,9.172,1935,147.762,24053,29.489,0.144
17-07-2011,13.44,8209,21468,14622,1563028,1.23059E+13,9296,7559185,0.0199,0,8.471,902.338,160.327,24674,29.454,0.145
18-07-2011,13.32,8806,26922,15905,1563028,1.27645E+13,8883,43976356,0.0196,0,8.471,4899,230.346,27882,29.695,0.155
19-07-2011,13.66,9043,29217,15895,1583739,1.31129E+13,7412,37353476,0.0224,0,10.141,4067,203.225,24900,29.611,0.212
20-07-2011,13.787,8714,25840,15764,1690896,1.17501E+13,8754,7487645,0.0167,0,9.664,845.009,193.01,25886,29.556,0.144
21-07-2011,13.665,8011,24217,14491,1690896,1.2876E+13,8075,18211020,0.0154,0,9.474,2231,189.273,25435,29.499,0.121
22-07-2011,13.653,8840,25247,15911,1690896,1.25796E+13,8209,21165745,0.0209,0.00683,9.536,2356,205.79,24454,29.416,0.182
23-07-2011,13.69,7269,22377,13661,1690896,1.25595E+13,7965,8267080,0.0145,0,9.863,1115,207.67,21907,29.388,0.108
24-07-2011,13.835,8053,21589,14533,1690896,1.34584E+13,8543,7489517,0.0175,0,8.675,911.642,205.688,23227,29.361,0.125
25-07-2011,14.014,9320,26192,16542,1690896,1.3847E+13,8362,20082993,0.0182,0,8.727,2118,204.922,26960,29.297,0.149
26-07-2011,13.956,8194,21452,15114,1690896,1.39542E+13,8809,16462219,0.0133,0,8.182,1967,211.557,23820,29.243,0.0908
27-07-2011,13.911,7821,20821,14680,1690896,1.53905E+13,7872,17637121,0.0158,0,8.276,2206,288.676,23479,29.144,0.104
28-07-2011,13.691,7964,23957,15007,1690896,1.41273E+13,7518,46440551,0.013,0,9.29,5721,337.811,25901,28.997,0.0991
29-07-2011,13.494,7151,18658,13678,1690896,1.33649E+13,8287,9304091,0.0134,0,8.78,1272,211.92,22221,28.98,0.0887
30-07-2011,13.516,6057,17043,11424,1690896,1.28618E+13,7993,4386299,0.0127,0,9.474,706.627,270.318,19760,28.93,0.077
31-07-2011,13.443,7924,19639,14784,1690896,1.40753E+13,8364,7988442,0.0115,0,8.229,986.422,209.483,24137,28.797,0.0794
01-08-2011,13.222,8030,22490,14686,1807232,1.58421E+13,6892,7150872,0.0127,0,8.727,872.598,221.43,23757,28.641,0.0951
02-08-2011,12.573,8663,25036,15819,1888787,1.45594E+13,6656,4998122,0.0108,0,9.351,566.886,172.404,21703,28.627,0.0981
03-08-2011,10.655,7580,22088,13650,1888787,1.45565E+13,5752,4345134,0.0115,0,9.172,561.865,213.267,18410,28.585,0.106
04-08-2011,10.019,8178,27020,14258,1888787,1.34895E+13,4796,3191305,0.00953,0,11.163,384.479,108.051,18966,28.755,0.122
05-08-2011,10.255,7220,22205,13405,1888787,1.24796E+13,5758,5064571,0.00906,0,10.286,688.194,144.389,21510,28.667,0.0928
06-08-2011,8.145,6712,25981,11841,1888787,1.24071E+13,4020,3089585,0.0292,0,11.803,452.152,117.899,20231,29.039,0.401
07-08-2011,7.218,6584,22344,12295,1888787,1.17899E+13,3861,2629657,0.00717,0,11.429,392.033,122.254,20060,29.142,0.106
08-08-2011,7.85,7131,27122,13052,1888787,1.22153E+13,4375,8134058,0.00875,0,10.588,1121,140.019,24628,29.439,0.119
09-08-2011,8.895,9073,28096,16183,1888787,1.29712E+13,5014,22061916,0.0115,0,9.863,2394,126.834,23668,29.351,0.162
10-08-2011,9.975,8183,22969,15098,1888787,1.49845E+13,5066,11373186,0.0131,0,9.474,1365,138.926,19710,29.304,0.144
11-08-2011,9.775,7459,22551,13872,1888787,1.30313E+13,5144,4725932,0.00932,0,10.511,623.265,127.862,18290,29.275,0.106
12-08-2011,9.462,7034,22234,12820,1888787,1.24546E+13,4981,3202570,0.00818,0,10.992,447.14,127.791,17126,29.249,0.0945
13-08-2011,9.801,7268,24048,13683,1888787,1.28614E+13,4958,2979415,0.00929,0,11.077,402.83,98.106,19184,29.176,0.108
14-08-2011,10.463,7339,25934,13986,1888787,1.15916E+13,5967,4692170,0.0147,0,10.909,628.087,123.149,21506,29.076,0.159
15-08-2011,10.971,8250,29663,14601,1887499,1.30315E+13,5438,3634187,0.013,0.00549,11.163,436.699,77.031,19220,29.079,0.153
16-08-2011,11.059,9493,27557,16144,1805701,1.18748E+13,6855,3949369,0.0116,0.00553,9.796,414.119,73.61,20992,29.022,0.137
17-08-2011,10.934,7586,25513,13453,1805701,1.25685E+13,5922,3526347,0.00972,0,10.588,457.454,115.58,20363,29.396,0.101
18-08-2011,10.904,7271,21901,13879,1805701,1.33006E+13,5907,4358120,0.00888,0,10,588.627,139.027,20675,29.367,0.0838
19-08-2011,11.24,7483,26966,13414,1805701,1.23877E+13,5950,6243081,0.0117,0,10.992,820.951,122.179,22233,29.342,0.121
20-08-2011,11.555,7039,20429,12986,1805701,1.26377E+13,6954,2584421,0.00889,0,9.474,360.928,143.323,21113,29.312,0.0728
21-08-2011,11.382,7507,20215,13501,1805701,1.34136E+13,6793,2753483,0.00862,0,9,360.597,116.808,22784,29.28,0.0726
22-08-2011,11.103,7646,20774,14114,1805701,1.56608E+13,5996,3033469,0.011,0,8.521,388.206,163.109,25202,29.275,0.0913
23-08-2011,10.925,7122,20568,13195,1805701,1.50287E+13,5639,4802718,0.0107,0,9.29,660.126,153.284,22694,29.244,0.0917
24-08-2011,10.895,7233,23538,13202,1805701,1.28573E+13,5685,6096369,0.0131,0,10.746,827.748,142.054,22129,29.314,0.132
